"G_dryopteris_7981_A","G_dryopteris_7981_B","G_dryopteris_7981_C","G_dryopteris_7981_D","joint_prob","locus"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_BLANK",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_BLANK",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_BLANK",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_BLANK",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_BLANK",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_BLANK",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_BLANK",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK","7981_BLANK",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_BLANK",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_BLANK",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_BLANK",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_BLANK",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_BLANK",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_BLANK",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_BLANK",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_BLANK",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK2","7981_BLANK",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_BLANK",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_BLANK",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_BLANK",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_BLANK",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_BLANK",0.00339164584077115,"APP"
"7981_BLANK","7981_copy2","7981_copy1","7981_BLANK",0,"APP"
"7981_BLANK2","7981_copy2","7981_copy1","7981_BLANK",0.450731881470903,"APP"
"7981_copy2","7981_copy2","7981_copy1","7981_BLANK",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK2","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_BLANK2",0.00214209210996073,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_copy2","7981_copy1","7981_BLANK2",0.463405926454838,"APP"
"7981_BLANK2","7981_copy2","7981_copy1","7981_BLANK2",0,"APP"
"7981_copy2","7981_copy2","7981_copy1","7981_BLANK2",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK","7981_copy1",0.0419493038200643,"APP"
"7981_copy2","7981_copy2","7981_BLANK","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK","7981_copy2","7981_BLANK2","7981_copy1",0.038379150303463,"APP"
"7981_BLANK2","7981_copy2","7981_BLANK2","7981_copy1",0,"APP"
"7981_copy2","7981_copy2","7981_BLANK2","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK","7981_copy1","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK2","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK2","7981_BLANK2","7981_copy1","7981_copy1",0,"APP"
"7981_copy2","7981_BLANK2","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK","7981_copy2","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK2","7981_copy2","7981_copy1","7981_copy1",0,"APP"
"7981_copy2","7981_copy2","7981_copy1","7981_copy1",0,"APP"
"7981_BLANK","7981_BLANK","7981_copy2","7981_copy3",0,"GAP"
"7981_copy1","7981_BLANK","7981_copy2","7981_copy3",0.795787218850411,"GAP"
"7981_BLANK","7981_copy1","7981_copy2","7981_copy3",0.204212781149589,"GAP"
"7981_copy1","7981_copy1","7981_copy2","7981_copy3",0,"GAP"
"7981_BLANK","7981_copy1","7981_copy2","7981_BLANK",0,"IBR"
"7981_BLANK2","7981_copy1","7981_copy2","7981_BLANK",0.497500892538379,"IBR"
"7981_BLANK","7981_copy1","7981_copy2","7981_BLANK2",0.502499107461621,"IBR"
"7981_BLANK2","7981_copy1","7981_copy2","7981_BLANK2",0,"IBR"
"7981_BLANK","7981_copy2","7981_BLANK","7981_BLANK",0,"PGI"
"7981_copy3","7981_copy2","7981_BLANK","7981_BLANK",0,"PGI"
"7981_BLANK","7981_copy2","7981_copy1","7981_BLANK",0,"PGI"
"7981_copy3","7981_copy2","7981_copy1","7981_BLANK",0.195644412709747,"PGI"
"7981_BLANK","7981_copy2","7981_BLANK","7981_copy1",0,"PGI"
"7981_copy3","7981_copy2","7981_BLANK","7981_copy1",0.0103534451981435,"PGI"
"7981_BLANK","7981_copy2","7981_copy1","7981_copy1",0,"PGI"
"7981_copy3","7981_copy2","7981_copy1","7981_copy1",0,"PGI"
"7981_BLANK","7981_copy2","7981_BLANK","7981_copy3",0,"PGI"
"7981_copy3","7981_copy2","7981_BLANK","7981_copy3",0,"PGI"
"7981_BLANK","7981_copy2","7981_copy1","7981_copy3",0.79400214209211,"PGI"
"7981_copy3","7981_copy2","7981_copy1","7981_copy3",0,"PGI"
